COUNTRY_PERIOD_INDEX,YEAR,ISO3_COUNTRY_CODE,OECD_RATING
KOR-2018,2018,KOR,1
KOR-2019,2019,KOR,1
KOR-2020,2020,KOR,1
KOR-2021,2021,KOR,1
KOR-2022,2022,KOR,1
KOR-2023,2023,KOR,1
KOR-2024,2024,KOR,-
KOR-2025,2025,KOR,-
KOR-2026,2026,KOR,-
XKV-1999,1999,XKV,-
XKV-2000,2000,XKV,-
XKV-2001,2001,XKV,-
XKV-2002,2002,XKV,-
XKV-2003,2003,XKV,-
XKV-2004,2004,XKV,-
XKV-2005,2005,XKV,-
XKV-2006,2006,XKV,-
XKV-2007,2007,XKV,-
XKV-2008,2008,XKV,-
XKV-2009,2009,XKV,-
XKV-2010,2010,XKV,-
XKV-2011,2011,XKV,-
XKV-2012,2012,XKV,7
XKV-2013,2013,XKV,7
XKV-2014,2014,XKV,7
XKV-2015,2015,XKV,7
XKV-2016,2016,XKV,7
XKV-2017,2017,XKV,7
XKV-2018,2018,XKV,7
XKV-2019,2019,XKV,7
XKV-2020,2020,XKV,7
XKV-2021,2021,XKV,6
XKV-2022,2022,XKV,6
XKV-2023,2023,XKV,6
XKV-2024,2024,XKV,-
XKV-2025,2025,XKV,-
XKV-2026,2026,XKV,-
KWT-1999,1999,KWT,3
KWT-2000,2000,KWT,3
KWT-2001,2001,KWT,3
KWT-2002,2002,KWT,2
KWT-2003,2003,KWT,2
KWT-2004,2004,KWT,2
KWT-2005,2005,KWT,2
KWT-2006,2006,KWT,2
KWT-2007,2007,KWT,2
KWT-2008,2008,KWT,2
KWT-2009,2009,KWT,2
KWT-2010,2010,KWT,2
KWT-2011,2011,KWT,2
KWT-2012,2012,KWT,2
KWT-2013,2013,KWT,2
KWT-2014,2014,KWT,2
KWT-2015,2015,KWT,2
KWT-2016,2016,KWT,2
KWT-2017,2017,KWT,2
KWT-2018,2018,KWT,2
KWT-2019,2019,KWT,2
KWT-2020,2020,KWT,2
KWT-2021,2021,KWT,2
KWT-2022,2022,KWT,2
KWT-2023,2023,KWT,2
KWT-2024,2024,KWT,-
KWT-2025,2025,KWT,-
KWT-2026,2026,KWT,-
KGZ-1999,1999,KGZ,7
KGZ-2000,2000,KGZ,7
KGZ-2001,2001,KGZ,7
KGZ-2002,2002,KGZ,7
KGZ-2003,2003,KGZ,7
KGZ-2004,2004,KGZ,7
KGZ-2005,2005,KGZ,7
KGZ-2006,2006,KGZ,7
KGZ-2007,2007,KGZ,7
KGZ-2008,2008,KGZ,7
KGZ-2009,2009,KGZ,7
KGZ-2010,2010,KGZ,7
KGZ-2011,2011,KGZ,7
KGZ-2012,2012,KGZ,7
KGZ-2013,2013,KGZ,7
KGZ-2014,2014,KGZ,7
KGZ-2015,2015,KGZ,7
KGZ-2016,2016,KGZ,7
KGZ-2017,2017,KGZ,7
KGZ-2018,2018,KGZ,7
KGZ-2019,2019,KGZ,7
KGZ-2020,2020,KGZ,7
KGZ-2021,2021,KGZ,7
KGZ-2022,2022,KGZ,7
KGZ-2023,2023,KGZ,7
KGZ-2024,2024,KGZ,-
KGZ-2025,2025,KGZ,-
KGZ-2026,2026,KGZ,-
LAO-1999,1999,LAO,-
LAO-2000,2000,LAO,-
LAO-2001,2001,LAO,7
LAO-2002,2002,LAO,7
LAO-2003,2003,LAO,7
LAO-2004,2004,LAO,7
LAO-2005,2005,LAO,7
LAO-2006,2006,LAO,7
LAO-2007,2007,LAO,7
LAO-2008,2008,LAO,7
LAO-2009,2009,LAO,7
LAO-2010,2010,LAO,7
LAO-2011,2011,LAO,7
LAO-2012,2012,LAO,7
LAO-2013,2013,LAO,7
LAO-2014,2014,LAO,7
LAO-2015,2015,LAO,7
LAO-2016,2016,LAO,7
LAO-2017,2017,LAO,7
LAO-2018,2018,LAO,7
LAO-2019,2019,LAO,7
LAO-2020,2020,LAO,7
LAO-2021,2021,LAO,7
LAO-2022,2022,LAO,7
LAO-2023,2023,LAO,7
LAO-2024,2024,LAO,-
LAO-2025,2025,LAO,-
LAO-2026,2026,LAO,-
LVA-1999,1999,LVA,4
LVA-2000,2000,LVA,4
LVA-2001,2001,LVA,4
LVA-2002,2002,LVA,4
LVA-2003,2003,LVA,4
LVA-2004,2004,LVA,3
LVA-2005,2005,LVA,3
LVA-2006,2006,LVA,2
LVA-2007,2007,LVA,2
LVA-2008,2008,LVA,3
LVA-2009,2009,LVA,3
LVA-2010,2010,LVA,4
LVA-2011,2011,LVA,5
LVA-2012,2012,LVA,5
LVA-2013,2013,LVA,1
LVA-2014,2014,LVA,1
LVA-2015,2015,LVA,1
LVA-2016,2016,LVA,1
LVA-2017,2017,LVA,1
LVA-2018,2018,LVA,1
LVA-2019,2019,LVA,1
LVA-2020,2020,LVA,1
LVA-2021,2021,LVA,1
LVA-2022,2022,LVA,1
LVA-2023,2023,LVA,1
LVA-2024,2024,LVA,-
LVA-2025,2025,LVA,-
LVA-2026,2026,LVA,-
LBN-1999,1999,LBN,5
LBN-2000,2000,LBN,5
LBN-2001,2001,LBN,5
LBN-2002,2002,LBN,6
LBN-2003,2003,LBN,7
LBN-2004,2004,LBN,7
LBN-2005,2005,LBN,7
LBN-2006,2006,LBN,7
LBN-2007,2007,LBN,7
LBN-2008,2008,LBN,7
LBN-2009,2009,LBN,7
LBN-2010,2010,LBN,7
LBN-2011,2011,LBN,7
LBN-2012,2012,LBN,7
LBN-2013,2013,LBN,7
LBN-2014,2014,LBN,7
LBN-2015,2015,LBN,7
LBN-2016,2016,LBN,7
LBN-2017,2017,LBN,7
LBN-2018,2018,LBN,7
LBN-2019,2019,LBN,7
LBN-2020,2020,LBN,7
LBN-2021,2021,LBN,7
LBN-2022,2022,LBN,7
LBN-2023,2023,LBN,7
LBN-2024,2024,LBN,-
LBN-2025,2025,LBN,-
LBN-2026,2026,LBN,-
LSO-1999,1999,LSO,4
LSO-2000,2000,LSO,5
LSO-2001,2001,LSO,6
LSO-2002,2002,LSO,6
LSO-2003,2003,LSO,6
LSO-2004,2004,LSO,6
LSO-2005,2005,LSO,6
LSO-2006,2006,LSO,6
LSO-2007,2007,LSO,6
LSO-2008,2008,LSO,6
LSO-2009,2009,LSO,5
LSO-2010,2010,LSO,5
LSO-2011,2011,LSO,5
LSO-2012,2012,LSO,5
LSO-2013,2013,LSO,5
LSO-2014,2014,LSO,5
LSO-2015,2015,LSO,5
LSO-2016,2016,LSO,5
LSO-2017,2017,LSO,5
LSO-2018,2018,LSO,6
LSO-2019,2019,LSO,6
LSO-2020,2020,LSO,6
LSO-2021,2021,LSO,6
LSO-2022,2022,LSO,6
LSO-2023,2023,LSO,6
LSO-2024,2024,LSO,-
LSO-2025,2025,LSO,-
LSO-2026,2026,LSO,-
LBR-1999,1999,LBR,7
LBR-2000,2000,LBR,7
LBR-2001,2001,LBR,7
LBR-2002,2002,LBR,7
LBR-2003,2003,LBR,7
LBR-2004,2004,LBR,7
LBR-2005,2005,LBR,7
LBR-2006,2006,LBR,7
LBR-2007,2007,LBR,7
LBR-2008,2008,LBR,7
LBR-2009,2009,LBR,7
LBR-2010,2010,LBR,7
LBR-2011,2011,LBR,7
LBR-2012,2012,LBR,7
LBR-2013,2013,LBR,7
LBR-2014,2014,LBR,7
LBR-2015,2015,LBR,7
LBR-2016,2016,LBR,7
LBR-2017,2017,LBR,7
LBR-2018,2018,LBR,7
LBR-2019,2019,LBR,7
LBR-2020,2020,LBR,7
LBR-2021,2021,LBR,7
LBR-2022,2022,LBR,7
LBR-2023,2023,LBR,7
LBR-2024,2024,LBR,-
LBR-2025,2025,LBR,-
LBR-2026,2026,LBR,-
LBY-1999,1999,LBY,7
LBY-2000,2000,LBY,7
LBY-2001,2001,LBY,7
LBY-2002,2002,LBY,7
LBY-2003,2003,LBY,7
LBY-2004,2004,LBY,7
LBY-2005,2005,LBY,7
LBY-2006,2006,LBY,7
LBY-2007,2007,LBY,6
LBY-2008,2008,LBY,6
LBY-2009,2009,LBY,6
LBY-2010,2010,LBY,6
LBY-2011,2011,LBY,6
LBY-2012,2012,LBY,7
LBY-2013,2013,LBY,7
LBY-2014,2014,LBY,7
LBY-2015,2015,LBY,7
LBY-2016,2016,LBY,7
LBY-2017,2017,LBY,7
LBY-2018,2018,LBY,7
LBY-2019,2019,LBY,7
LBY-2020,2020,LBY,7
LBY-2021,2021,LBY,7
LBY-2022,2022,LBY,7
LBY-2023,2023,LBY,7
LBY-2024,2024,LBY,-
LBY-2025,2025,LBY,-
LBY-2026,2026,LBY,-
LIE-1999,1999,LIE,-
LIE-2000,2000,LIE,-
LIE-2001,2001,LIE,-
LIE-2002,2002,LIE,-
LIE-2003,2003,LIE,-
LIE-2004,2004,LIE,-
LIE-2005,2005,LIE,-
LIE-2006,2006,LIE,-
LIE-2007,2007,LIE,-
LIE-2008,2008,LIE,-
LIE-2009,2009,LIE,-
LIE-2010,2010,LIE,-
LIE-2011,2011,LIE,-
LIE-2012,2012,LIE,-
LIE-2013,2013,LIE,-
LIE-2014,2014,LIE,-
LIE-2015,2015,LIE,-
LIE-2016,2016,LIE,-
LIE-2017,2017,LIE,-
LIE-2018,2018,LIE,-
LIE-2019,2019,LIE,-
LIE-2020,2020,LIE,-
LIE-2021,2021,LIE,-
LIE-2022,2022,LIE,-
LIE-2023,2023,LIE,-
LIE-2024,2024,LIE,-
LIE-2025,2025,LIE,-
LIE-2026,2026,LIE,-
LTU-1999,1999,LTU,5
LTU-2000,2000,LTU,5
LTU-2001,2001,LTU,5
LTU-2002,2002,LTU,5
LTU-2003,2003,LTU,4
LTU-2004,2004,LTU,3
LTU-2005,2005,LTU,3
LTU-2006,2006,LTU,2
LTU-2007,2007,LTU,2
LTU-2008,2008,LTU,2
LTU-2009,2009,LTU,2
LTU-2010,2010,LTU,3
LTU-2011,2011,LTU,4
LTU-2012,2012,LTU,4
LTU-2013,2013,LTU,1
LTU-2014,2014,LTU,1
LTU-2015,2015,LTU,1
LTU-2016,2016,LTU,1
LTU-2017,2017,LTU,1
LTU-2018,2018,LTU,1
LTU-2019,2019,LTU,1
LTU-2020,2020,LTU,1
LTU-2021,2021,LTU,1
LTU-2022,2022,LTU,1
LTU-2023,2023,LTU,1
LTU-2024,2024,LTU,-
LTU-2025,2025,LTU,-
LTU-2026,2026,LTU,-
LUX-1999,1999,LUX,1
LUX-2000,2000,LUX,1
LUX-2001,2001,LUX,1
LUX-2002,2002,LUX,1
LUX-2003,2003,LUX,1
LUX-2004,2004,LUX,1
LUX-2005,2005,LUX,1
LUX-2006,2006,LUX,1
LUX-2007,2007,LUX,1
LUX-2008,2008,LUX,1
LUX-2009,2009,LUX,1
LUX-2010,2010,LUX,1
LUX-2011,2011,LUX,1
LUX-2012,2012,LUX,1
LUX-2013,2013,LUX,1
LUX-2014,2014,LUX,1
LUX-2015,2015,LUX,1
LUX-2016,2016,LUX,1
LUX-2017,2017,LUX,1
LUX-2018,2018,LUX,1
LUX-2019,2019,LUX,1
LUX-2020,2020,LUX,1
LUX-2021,2021,LUX,1
LUX-2022,2022,LUX,1
LUX-2023,2023,LUX,1
LUX-2024,2024,LUX,-
LUX-2025,2025,LUX,-
LUX-2026,2026,LUX,-
MAC-1999,1999,MAC,2
MAC-2000,2000,MAC,2
MAC-2001,2001,MAC,2
MAC-2002,2002,MAC,2
MAC-2003,2003,MAC,2
MAC-2004,2004,MAC,2
MAC-2005,2005,MAC,2
MAC-2006,2006,MAC,2
MAC-2007,2007,MAC,2
MAC-2008,2008,MAC,-
MAC-2009,2009,MAC,-
MAC-2010,2010,MAC,-
MAC-2011,2011,MAC,-
MAC-2012,2012,MAC,-
MAC-2013,2013,MAC,-
MAC-2014,2014,MAC,2
MAC-2015,2015,MAC,2
MAC-2016,2016,MAC,2
MAC-2017,2017,MAC,2
MAC-2018,2018,MAC,2
MAC-2019,2019,MAC,2
MAC-2020,2020,MAC,2
MAC-2021,2021,MAC,-
MAC-2022,2022,MAC,-
MAC-2023,2023,MAC,-
MAC-2024,2024,MAC,-
MAC-2025,2025,MAC,-
MAC-2026,2026,MAC,-
MDG-1999,1999,MDG,7
MDG-2000,2000,MDG,7
MDG-2001,2001,MDG,7
MDG-2002,2002,MDG,7
MDG-2003,2003,MDG,7
MDG-2004,2004,MDG,7
MDG-2005,2005,MDG,7
MDG-2006,2006,MDG,7
MDG-2007,2007,MDG,7
MDG-2008,2008,MDG,7
MDG-2009,2009,MDG,6
MDG-2010,2010,MDG,6
MDG-2011,2011,MDG,6
MDG-2012,2012,MDG,7
MDG-2013,2013,MDG,7
MDG-2014,2014,MDG,7
MDG-2015,2015,MDG,7
MDG-2016,2016,MDG,7
MDG-2017,2017,MDG,7
MDG-2018,2018,MDG,7
MDG-2019,2019,MDG,7
MDG-2020,2020,MDG,7
MDG-2021,2021,MDG,7
MDG-2022,2022,MDG,7
MDG-2023,2023,MDG,7
MDG-2024,2024,MDG,-
MDG-2025,2025,MDG,-
MDG-2026,2026,MDG,-
MWI-1999,1999,MWI,7
MWI-2000,2000,MWI,7
MWI-2001,2001,MWI,7
MWI-2002,2002,MWI,7
MWI-2003,2003,MWI,7
MWI-2004,2004,MWI,7
MWI-2005,2005,MWI,7
MWI-2006,2006,MWI,7
MWI-2007,2007,MWI,7
MWI-2008,2008,MWI,7
MWI-2009,2009,MWI,7
MWI-2010,2010,MWI,7
MWI-2011,2011,MWI,7
MWI-2012,2012,MWI,7
MWI-2013,2013,MWI,7
MWI-2014,2014,MWI,7
MWI-2015,2015,MWI,7
MWI-2016,2016,MWI,7
MWI-2017,2017,MWI,7
MWI-2018,2018,MWI,7
MWI-2019,2019,MWI,7
MWI-2020,2020,MWI,7
MWI-2021,2021,MWI,7
MWI-2022,2022,MWI,7
MWI-2023,2023,MWI,7
MWI-2024,2024,MWI,-
MWI-2025,2025,MWI,-
MWI-2026,2026,MWI,-
MYS-1999,1999,MYS,2
MYS-2000,2000,MYS,3
MYS-2001,2001,MYS,2
MYS-2002,2002,MYS,2
MYS-2003,2003,MYS,2
MYS-2004,2004,MYS,2
MYS-2005,2005,MYS,2
MYS-2006,2006,MYS,2
MYS-2007,2007,MYS,2
MYS-2008,2008,MYS,2
MYS-2009,2009,MYS,2
MYS-2010,2010,MYS,2
MYS-2011,2011,MYS,2
MYS-2012,2012,MYS,2
MYS-2013,2013,MYS,2
MYS-2014,2014,MYS,2
MYS-2015,2015,MYS,2
MYS-2016,2016,MYS,2
MYS-2017,2017,MYS,2
MYS-2018,2018,MYS,2
MYS-2019,2019,MYS,2
MYS-2020,2020,MYS,2
MYS-2021,2021,MYS,2
MYS-2022,2022,MYS,2
MYS-2023,2023,MYS,2
MYS-2024,2024,MYS,-
MYS-2025,2025,MYS,-
MYS-2026,2026,MYS,-
MDV-1999,1999,MDV,5
MDV-2000,2000,MDV,5
MDV-2001,2001,MDV,5
MDV-2002,2002,MDV,5
MDV-2003,2003,MDV,5
MDV-2004,2004,MDV,5
MDV-2005,2005,MDV,5
MDV-2006,2006,MDV,5
MDV-2007,2007,MDV,5
MDV-2008,2008,MDV,5
MDV-2009,2009,MDV,6
MDV-2010,2010,MDV,7
MDV-2011,2011,MDV,7
MDV-2012,2012,MDV,7
MDV-2013,2013,MDV,7
MDV-2014,2014,MDV,7
MDV-2015,2015,MDV,7
MDV-2016,2016,MDV,6
MDV-2017,2017,MDV,6
MDV-2018,2018,MDV,6
MDV-2019,2019,MDV,6
MDV-2020,2020,MDV,6
MDV-2021,2021,MDV,7
MDV-2022,2022,MDV,7
MDV-2023,2023,MDV,7
MDV-2024,2024,MDV,-
MDV-2025,2025,MDV,-
MDV-2026,2026,MDV,-
MLI-1999,1999,MLI,7
MLI-2000,2000,MLI,7
MLI-2001,2001,MLI,7
MLI-2002,2002,MLI,7
MLI-2003,2003,MLI,7
MLI-2004,2004,MLI,7
MLI-2005,2005,MLI,6
MLI-2006,2006,MLI,6
MLI-2007,2007,MLI,6
MLI-2008,2008,MLI,6
MLI-2009,2009,MLI,6
MLI-2010,2010,MLI,6
MLI-2011,2011,MLI,6
MLI-2012,2012,MLI,6
MLI-2013,2013,MLI,7
MLI-2014,2014,MLI,7
MLI-2015,2015,MLI,1
MLI-2016,2016,MLI,1
MLI-2017,2017,MLI,1
MLI-2018,2018,MLI,1
MLI-2019,2019,MLI,1
MLI-2020,2020,MLI,1
MLI-2021,2021,MLI,1
MLI-2022,2022,MLI,1
MLI-2023,2023,MLI,1
MLI-2024,2024,MLI,-
MLI-2025,2025,MLI,-
MLI-2026,2026,MLI,-
MLT-1999,1999,MLT,2
MLT-2000,2000,MLT,3
MLT-2001,2001,MLT,3
MLT-2002,2002,MLT,3
MLT-2003,2003,MLT,3
MLT-2004,2004,MLT,3
MLT-2005,2005,MLT,3
MLT-2006,2006,MLT,2
MLT-2007,2007,MLT,2
MLT-2008,2008,MLT,2
MLT-2009,2009,MLT,1
MLT-2010,2010,MLT,1
MLT-2011,2011,MLT,1
MLT-2012,2012,MLT,1
MLT-2013,2013,MLT,-
MLT-2014,2014,MLT,-
MLT-2015,2015,MLT,-
MLT-2016,2016,MLT,-
MLT-2017,2017,MLT,1
MLT-2018,2018,MLT,1
MLT-2019,2019,MLT,1
MLT-2020,2020,MLT,1
MLT-2021,2021,MLT,1
MLT-2022,2022,MLT,1
MLT-2023,2023,MLT,1
MLT-2024,2024,MLT,-
MLT-2025,2025,MLT,-
MLT-2026,2026,MLT,-
MHL-1999,1999,MHL,-
MHL-2000,2000,MHL,-
MHL-2001,2001,MHL,-
MHL-2002,2002,MHL,-
MHL-2003,2003,MHL,-
MHL-2004,2004,MHL,-
MHL-2005,2005,MHL,-
MHL-2006,2006,MHL,-
MHL-2007,2007,MHL,-
MHL-2008,2008,MHL,-
MHL-2009,2009,MHL,-
MHL-2010,2010,MHL,-
MHL-2011,2011,MHL,-
MHL-2012,2012,MHL,-
MHL-2013,2013,MHL,-
MHL-2014,2014,MHL,-
MHL-2015,2015,MHL,-
MHL-2016,2016,MHL,-
MHL-2017,2017,MHL,-
MHL-2018,2018,MHL,-
MHL-2019,2019,MHL,-
MHL-2020,2020,MHL,-
MHL-2021,2021,MHL,-
MHL-2022,2022,MHL,-
MHL-2023,2023,MHL,-
MHL-2024,2024,MHL,-
MHL-2025,2025,MHL,-
MHL-2026,2026,MHL,-
MRT-1999,1999,MRT,7
MRT-2000,2000,MRT,7
MRT-2001,2001,MRT,7
MRT-2002,2002,MRT,7
MRT-2003,2003,MRT,7
MRT-2004,2004,MRT,7
MRT-2005,2005,MRT,7
MRT-2006,2006,MRT,7
MRT-2007,2007,MRT,7
MRT-2008,2008,MRT,7
MRT-2009,2009,MRT,7
MRT-2010,2010,MRT,7
MRT-2011,2011,MRT,7
MRT-2012,2012,MRT,7
MRT-2013,2013,MRT,7
MRT-2014,2014,MRT,7
MRT-2015,2015,MRT,7
MRT-2016,2016,MRT,7
MRT-2017,2017,MRT,7
MRT-2018,2018,MRT,7
MRT-2019,2019,MRT,7
MRT-2020,2020,MRT,7
MRT-2021,2021,MRT,7
MRT-2022,2022,MRT,7
MRT-2023,2023,MRT,7
MRT-2024,2024,MRT,-
MRT-2025,2025,MRT,-
MRT-2026,2026,MRT,-
MUS-1999,1999,MUS,2
MUS-2000,2000,MUS,3
MUS-2001,2001,MUS,3
MUS-2002,2002,MUS,3
MUS-2003,2003,MUS,3
MUS-2004,2004,MUS,3
MUS-2005,2005,MUS,3
MUS-2006,2006,MUS,3
MUS-2007,2007,MUS,3
MUS-2008,2008,MUS,3
MUS-2009,2009,MUS,3
MUS-2010,2010,MUS,3
MUS-2011,2011,MUS,3
MUS-2012,2012,MUS,3
MUS-2013,2013,MUS,3
MUS-2014,2014,MUS,3
MUS-2015,2015,MUS,3
MUS-2016,2016,MUS,3
MUS-2017,2017,MUS,3
MUS-2018,2018,MUS,3
MUS-2019,2019,MUS,3
MUS-2020,2020,MUS,3
MUS-2021,2021,MUS,3
MUS-2022,2022,MUS,3
MUS-2023,2023,MUS,3
MUS-2024,2024,MUS,-
MUS-2025,2025,MUS,-
MUS-2026,2026,MUS,-
MEX-1999,1999,MEX,4
MEX-2000,2000,MEX,4
MEX-2001,2001,MEX,3
MEX-2002,2002,MEX,3
MEX-2003,2003,MEX,3
MEX-2004,2004,MEX,3
MEX-2005,2005,MEX,3
MEX-2006,2006,MEX,2
MEX-2007,2007,MEX,2
MEX-2008,2008,MEX,2
MEX-2009,2009,MEX,2
MEX-2010,2010,MEX,3
MEX-2011,2011,MEX,3
MEX-2012,2012,MEX,3
MEX-2013,2013,MEX,3
MEX-2014,2014,MEX,3
MEX-2015,2015,MEX,3
MEX-2016,2016,MEX,3
MEX-2017,2017,MEX,3
MEX-2018,2018,MEX,3
MEX-2019,2019,MEX,3
MEX-2020,2020,MEX,3
MEX-2021,2021,MEX,3
MEX-2022,2022,MEX,3
MEX-2023,2023,MEX,3
MEX-2024,2024,MEX,-
MEX-2025,2025,MEX,-
MEX-2026,2026,MEX,-
FSM-1999,1999,FSM,-
FSM-2000,2000,FSM,-
FSM-2001,2001,FSM,-
FSM-2002,2002,FSM,-
FSM-2003,2003,FSM,-
FSM-2004,2004,FSM,-
FSM-2005,2005,FSM,-
FSM-2006,2006,FSM,-
FSM-2007,2007,FSM,-
FSM-2008,2008,FSM,-
FSM-2009,2009,FSM,-
FSM-2010,2010,FSM,-
FSM-2011,2011,FSM,-
FSM-2012,2012,FSM,-
FSM-2013,2013,FSM,-
FSM-2014,2014,FSM,-
FSM-2015,2015,FSM,-
FSM-2016,2016,FSM,-
FSM-2017,2017,FSM,-
FSM-2018,2018,FSM,-
FSM-2019,2019,FSM,-
FSM-2020,2020,FSM,-
FSM-2021,2021,FSM,-
FSM-2022,2022,FSM,-
FSM-2023,2023,FSM,-
FSM-2024,2024,FSM,-
FSM-2025,2025,FSM,-
FSM-2026,2026,FSM,-
MDA-1999,1999,MDA,7
MDA-2000,2000,MDA,7
MDA-2001,2001,MDA,7
MDA-2002,2002,MDA,7
MDA-2003,2003,MDA,7
MDA-2004,2004,MDA,7
MDA-2005,2005,MDA,7
MDA-2006,2006,MDA,7
MDA-2007,2007,MDA,7
MDA-2008,2008,MDA,7
MDA-2009,2009,MDA,7
MDA-2010,2010,MDA,7
MDA-2011,2011,MDA,7
MDA-2012,2012,MDA,7
MDA-2013,2013,MDA,7
MDA-2014,2014,MDA,7
MDA-2015,2015,MDA,7
MDA-2016,2016,MDA,7
MDA-2017,2017,MDA,7
MDA-2018,2018,MDA,7
MDA-2019,2019,MDA,7
MDA-2020,2020,MDA,7
MDA-2021,2021,MDA,7
MDA-2022,2022,MDA,7
MDA-2023,2023,MDA,7
MDA-2024,2024,MDA,-
MDA-2025,2025,MDA,-
MDA-2026,2026,MDA,-
MCO-1999,1999,MCO,-
MCO-2000,2000,MCO,-
MCO-2001,2001,MCO,-
MCO-2002,2002,MCO,-
MCO-2003,2003,MCO,-
MCO-2004,2004,MCO,-
MCO-2005,2005,MCO,-
MCO-2006,2006,MCO,-
MCO-2007,2007,MCO,-
MCO-2008,2008,MCO,-
MCO-2009,2009,MCO,-
MCO-2010,2010,MCO,-
MCO-2011,2011,MCO,-
MCO-2012,2012,MCO,-
MCO-2013,2013,MCO,-
MCO-2014,2014,MCO,-
MCO-2015,2015,MCO,-
MCO-2016,2016,MCO,-
MCO-2017,2017,MCO,-
MCO-2018,2018,MCO,-
MCO-2019,2019,MCO,-
MCO-2020,2020,MCO,-
MCO-2021,2021,MCO,-
MCO-2022,2022,MCO,-
MCO-2023,2023,MCO,-
MCO-2024,2024,MCO,-
MCO-2025,2025,MCO,-
MCO-2026,2026,MCO,-
MNG-1999,1999,MNG,7
MNG-2000,2000,MNG,7
MNG-2001,2001,MNG,7
MNG-2002,2002,MNG,7
MNG-2003,2003,MNG,7
MNG-2004,2004,MNG,7
MNG-2005,2005,MNG,7
MNG-2006,2006,MNG,7
MNG-2007,2007,MNG,7
MNG-2008,2008,MNG,7
MNG-2009,2009,MNG,6
MNG-2010,2010,MNG,6
MNG-2011,2011,MNG,6
MNG-2012,2012,MNG,5
MNG-2013,2013,MNG,5
MNG-2014,2014,MNG,5
MNG-2015,2015,MNG,6
MNG-2016,2016,MNG,6
MNG-2017,2017,MNG,6
MNG-2018,2018,MNG,6
MNG-2019,2019,MNG,6
MNG-2020,2020,MNG,6
MNG-2021,2021,MNG,7
MNG-2022,2022,MNG,7
MNG-2023,2023,MNG,7
MNG-2024,2024,MNG,-
MNG-2025,2025,MNG,-
MNG-2026,2026,MNG,-
MNE-1999,1999,MNE,-
MNE-2000,2000,MNE,-
MNE-2001,2001,MNE,-
MNE-2002,2002,MNE,-
MNE-2003,2003,MNE,-
MNE-2004,2004,MNE,-
MNE-2005,2005,MNE,-
MNE-2006,2006,MNE,-
MNE-2007,2007,MNE,-
MNE-2008,2008,MNE,-
MNE-2009,2009,MNE,6
MNE-2010,2010,MNE,6
MNE-2011,2011,MNE,6
MNE-2012,2012,MNE,6
MNE-2013,2013,MNE,6
MNE-2014,2014,MNE,6
MNE-2015,2015,MNE,6
MNE-2016,2016,MNE,7
MNE-2017,2017,MNE,7
MNE-2018,2018,MNE,7
MNE-2019,2019,MNE,7
MNE-2020,2020,MNE,7
MNE-2021,2021,MNE,7
MNE-2022,2022,MNE,7
MNE-2023,2023,MNE,7
MNE-2024,2024,MNE,-
MNE-2025,2025,MNE,-
MNE-2026,2026,MNE,-
MAR-1999,1999,MAR,4
MAR-2000,2000,MAR,4
MAR-2001,2001,MAR,4
MAR-2002,2002,MAR,4
MAR-2003,2003,MAR,4
MAR-2004,2004,MAR,4
MAR-2005,2005,MAR,4
MAR-2006,2006,MAR,4
MAR-2007,2007,MAR,3
MAR-2008,2008,MAR,3
MAR-2009,2009,MAR,3
MAR-2010,2010,MAR,3
MAR-2011,2011,MAR,3
MAR-2012,2012,MAR,3
MAR-2013,2013,MAR,3
MAR-2014,2014,MAR,3
MAR-2015,2015,MAR,3
MAR-2016,2016,MAR,3
MAR-2017,2017,MAR,3
MAR-2018,2018,MAR,3
MAR-2019,2019,MAR,3
MAR-2020,2020,MAR,3
MAR-2021,2021,MAR,3
MAR-2022,2022,MAR,3
MAR-2023,2023,MAR,3
MAR-2024,2024,MAR,-
MAR-2025,2025,MAR,-
MAR-2026,2026,MAR,-
MOZ-1999,1999,MOZ,7
MOZ-2000,2000,MOZ,7
MOZ-2001,2001,MOZ,7
MOZ-2002,2002,MOZ,7
MOZ-2003,2003,MOZ,7
MOZ-2004,2004,MOZ,7
MOZ-2005,2005,MOZ,7
MOZ-2006,2006,MOZ,7
MOZ-2007,2007,MOZ,7
MOZ-2008,2008,MOZ,6
MOZ-2009,2009,MOZ,6
MOZ-2010,2010,MOZ,6
MOZ-2011,2011,MOZ,6
MOZ-2012,2012,MOZ,6
MOZ-2013,2013,MOZ,6
MOZ-2014,2014,MOZ,6
MOZ-2015,2015,MOZ,6
MOZ-2016,2016,MOZ,7
MOZ-2017,2017,MOZ,7
MOZ-2018,2018,MOZ,7
MOZ-2019,2019,MOZ,7
MOZ-2020,2020,MOZ,7
MOZ-2021,2021,MOZ,7
MOZ-2022,2022,MOZ,7
MOZ-2023,2023,MOZ,7
MOZ-2024,2024,MOZ,-
MOZ-2025,2025,MOZ,-
MOZ-2026,2026,MOZ,-
MMR-1999,1999,MMR,7
MMR-2000,2000,MMR,7
MMR-2001,2001,MMR,7
MMR-2002,2002,MMR,7
MMR-2003,2003,MMR,7
MMR-2004,2004,MMR,7
MMR-2005,2005,MMR,7
MMR-2006,2006,MMR,7
MMR-2007,2007,MMR,7
MMR-2008,2008,MMR,7
MMR-2009,2009,MMR,7
MMR-2010,2010,MMR,7
MMR-2011,2011,MMR,7
MMR-2012,2012,MMR,7
MMR-2013,2013,MMR,7
MMR-2014,2014,MMR,7
